Time_Min,Voltage(V),Current(A),Resistance(Ohm),Power(kW),Temp(C),Temp_Rise(C),Calculated_Energy(kWh),Tuya_Raw_Energy(kWh)
0.00,226.1,0,0,0.000,25,0,0.0000,25.40
0.02,226.2,3,85,0.603,25,0,0.0002,25.40
0.04,226.1,5,42,1.206,25,0,0.0006,25.40
0.06,226.1,8,28,1.809,25,0,0.0012,25.40
0.08,226.2,11,21,2.413,25,0,0.0020,25.40
0.10,226.1,13,17,3.015,25,0,0.0030,25.41
0.12,226.2,16,14,3.619,25,0,0.0042,25.41
0.14,226.2,16,14,3.619,25,0,0.0054,25.41
0.16,226.1,16,14,3.618,25,0,0.0066,25.41
0.18,226.1,16,14,3.618,25,0,0.0078,25.41
0.20,226.2,16,14,3.619,25,0,0.0090,25.41
0.22,226.2,16,14,3.619,25,0,0.0103,25.41
0.24,226.1,16,14,3.618,25,0,0.0115,25.41
0.26,226.1,16,14,3.617,25,0,0.0127,25.41
0.28,226.0,16,14,3.617,25,0,0.0139,25.42
0.30,226.0,16,14,3.616,25,0,0.0151,25.42
0.32,226.0,16,14,3.616,25,0,0.0163,25.42
0.34,226.1,16,14,3.618,25,0,0.0175,25.42
0.36,226.1,16,14,3.617,25,0,0.0187,25.42
0.38,226.0,16,14,3.616,25,0,0.0199,25.42
0.40,226.0,16,14,3.616,25,0,0.0211,25.42
0.42,226.1,16,14,3.617,25,0,0.0223,25.42
0.44,226.0,16,14,3.616,25,0,0.0235,25.43
0.46,226.1,16,14,3.617,25,0,0.0247,25.43
0.48,226.1,16,14,3.617,25,0,0.0259,25.43
0.50,226.0,16,14,3.616,25,0,0.0271,25.43
0.52,225.9,16,14,3.615,25,0,0.0283,25.43
0.54,225.9,16,14,3.614,25,0,0.0295,25.43
0.56,225.9,16,14,3.614,25,0,0.0307,25.43
0.58,225.7,16,14,3.612,25,0,0.0319,25.43
0.60,225.8,16,14,3.613,25,0,0.0332,25.43
0.62,225.8,16,14,3.612,25,0,0.0344,25.44
0.64,225.7,16,14,3.612,25,0,0.0356,25.44
0.66,225.8,16,14,3.612,25,0,0.0368,25.44
0.68,225.8,16,14,3.612,25,0,0.0380,25.44
0.70,225.6,16,14,3.610,25,0,0.0392,25.44
0.72,225.6,16,14,3.610,25,0,0.0404,25.44
0.74,225.7,16,14,3.611,25,0,0.0416,25.44
0.76,225.7,16,14,3.611,25,0,0.0428,25.44
0.78,225.7,16,14,3.611,25,0,0.0440,25.45
0.80,225.7,16,14,3.612,25,0,0.0452,25.45
0.82,225.7,16,14,3.612,25,0,0.0464,25.45
0.84,225.7,16,14,3.611,25,0,0.0476,25.45
0.86,225.7,16,14,3.612,25,0,0.0488,25.45
0.88,225.9,16,14,3.614,25,0,0.0500,25.45
0.90,225.8,16,14,3.613,25,0,0.0512,25.45
0.92,225.7,16,14,3.611,25,0,0.0524,25.45
0.94,225.8,16,14,3.613,25,0,0.0536,25.45
0.96,225.7,16,14,3.612,25,0,0.0548,25.46
0.98,225.8,16,14,3.613,25,0,0.0560,25.46
1.00,225.9,16,14,3.614,25,0,0.0572,25.46
1.02,225.9,16,14,3.614,25,0,0.0584,25.46
1.04,225.9,16,14,3.615,25,0,0.0596,25.46
1.06,225.9,16,14,3.614,25,0,0.0608,25.46
1.08,226.0,16,14,3.616,25,0,0.0621,25.46
1.10,226.0,16,14,3.616,25,0,0.0633,25.46
1.12,226.0,16,14,3.616,25,0,0.0645,25.47
1.14,226.0,16,14,3.616,25,0,0.0657,25.47
1.16,226.0,16,14,3.617,25,0,0.0669,25.47
1.18,226.0,16,14,3.617,25,0,0.0681,25.47
1.20,226.1,16,14,3.618,25,0,0.0693,25.47
1.22,226.1,16,14,3.618,25,0,0.0705,25.47
1.24,226.1,16,14,3.617,25,0,0.0717,25.47
1.26,226.2,16,14,3.619,25,0,0.0729,25.47
1.28,226.1,16,14,3.617,25,0,0.0741,25.48
1.30,226.1,16,14,3.618,25,0,0.0753,25.48
1.32,226.1,16,14,3.618,25,0,0.0765,25.48
1.34,226.2,16,14,3.619,26,1,0.0777,25.48
1.36,226.2,16,14,3.619,26,1,0.0789,25.48
1.38,226.3,16,14,3.620,26,1,0.0801,25.48
1.40,226.2,16,14,3.619,26,1,0.0813,25.48
1.42,226.3,16,14,3.620,26,1,0.0826,25.48
1.44,226.2,16,14,3.619,26,1,0.0838,25.48
1.46,226.2,16,14,3.619,26,1,0.0850,25.49
1.48,226.3,16,14,3.620,26,1,0.0862,25.49
1.50,226.2,16,14,3.620,26,1,0.0874,25.49
1.52,226.3,16,14,3.621,26,1,0.0886,25.49
1.54,226.3,16,14,3.621,26,1,0.0898,25.49
1.56,226.3,16,14,3.620,26,1,0.0910,25.49
1.58,226.2,16,14,3.620,26,1,0.0922,25.49
1.60,226.2,16,14,3.619,26,1,0.0934,25.49
1.62,226.3,16,14,3.620,26,1,0.0946,25.50
1.64,226.3,16,14,3.621,26,1,0.0958,25.50
1.66,226.2,16,14,3.620,26,1,0.0970,25.50
1.68,226.2,16,14,3.620,26,1,0.0982,25.50
1.70,226.3,16,14,3.621,26,1,0.0994,25.50
1.72,226.3,16,14,3.620,26,1,0.1007,25.50
1.74,226.1,16,14,3.618,26,1,0.1019,25.50
1.76,226.1,16,14,3.618,26,1,0.1031,25.50
1.78,226.2,16,14,3.619,26,1,0.1043,25.50
1.80,226.1,16,14,3.618,26,1,0.1055,25.51
1.82,226.2,16,14,3.619,26,1,0.1067,25.51
1.84,226.0,16,14,3.616,26,1,0.1079,25.51
1.86,225.9,16,14,3.615,26,1,0.1091,25.51
1.88,225.8,16,14,3.613,26,1,0.1103,25.51
1.90,225.9,16,14,3.614,26,1,0.1115,25.51
1.92,225.9,16,14,3.614,26,1,0.1127,25.51
1.94,225.9,16,14,3.615,26,1,0.1139,25.51
1.96,225.9,16,14,3.615,26,1,0.1151,25.52
1.98,225.8,16,14,3.613,26,1,0.1163,25.52
2.00,225.8,16,14,3.614,26,1,0.1175,25.52
2.02,225.9,16,14,3.614,26,1,0.1187,25.52
2.04,225.9,16,14,3.615,26,1,0.1199,25.52
2.06,225.9,16,14,3.615,26,1,0.1211,25.52
2.08,226.0,16,14,3.616,26,1,0.1223,25.52
2.10,226.0,16,14,3.617,26,1,0.1236,25.52
2.12,225.9,16,14,3.615,26,1,0.1248,25.52
2.14,226.0,16,14,3.616,26,1,0.1260,25.53
2.16,226.0,16,14,3.617,26,1,0.1272,25.53
2.18,226.1,16,14,3.617,26,1,0.1284,25.53
2.20,226.0,16,14,3.616,26,1,0.1296,25.53
2.22,226.1,16,14,3.617,26,1,0.1308,25.53
2.24,226.2,16,14,3.620,26,1,0.1320,25.53
2.26,226.2,16,14,3.618,26,1,0.1332,25.53
2.28,226.1,16,14,3.618,26,1,0.1344,25.53
2.30,226.2,16,14,3.619,26,1,0.1356,25.54
2.32,226.2,16,14,3.619,26,1,0.1368,25.54
2.34,226.4,16,14,3.622,26,1,0.1380,25.54
2.36,226.3,16,14,3.621,26,1,0.1392,25.54
2.38,226.4,16,14,3.623,26,1,0.1404,25.54
2.40,226.4,16,14,3.622,26,1,0.1416,25.54
2.42,226.4,16,14,3.622,26,1,0.1429,25.54
2.44,226.2,16,14,3.620,26,1,0.1441,25.54
2.46,226.2,16,14,3.620,26,1,0.1453,25.55
2.48,226.2,16,14,3.620,26,1,0.1465,25.55
2.50,226.2,16,14,3.619,26,1,0.1477,25.55
2.52,226.2,16,14,3.619,26,1,0.1489,25.55
2.54,226.2,16,14,3.619,26,1,0.1501,25.55
2.56,226.2,16,14,3.619,26,1,0.1513,25.55
2.58,226.2,16,14,3.618,26,1,0.1525,25.55
2.60,226.1,16,14,3.618,26,1,0.1537,25.55
2.62,226.1,16,14,3.618,26,1,0.1549,25.55
2.64,226.0,16,14,3.616,26,1,0.1561,25.56
2.66,226.1,16,14,3.617,26,1,0.1573,25.56
2.68,226.0,16,14,3.616,26,1,0.1585,25.56
2.70,226.0,16,14,3.616,26,1,0.1597,25.56
2.72,226.0,16,14,3.616,26,1,0.1609,25.56
2.74,226.0,16,14,3.616,26,1,0.1622,25.56
2.76,226.1,16,14,3.618,26,1,0.1634,25.56
2.78,226.2,16,14,3.619,26,1,0.1646,25.56
2.80,226.1,16,14,3.617,26,1,0.1658,25.57
2.82,226.1,16,14,3.617,26,1,0.1670,25.57
2.84,225.9,16,14,3.615,26,1,0.1682,25.57
2.86,226.0,16,14,3.615,26,1,0.1694,25.57
2.88,225.9,16,14,3.614,26,1,0.1706,25.57
2.90,225.9,16,14,3.614,26,1,0.1718,25.57
2.92,225.9,16,14,3.614,26,1,0.1730,25.57
2.94,225.9,16,14,3.615,26,1,0.1742,25.57
2.96,226.0,16,14,3.616,26,1,0.1754,25.57
2.98,226.1,16,14,3.617,26,1,0.1766,25.58
3.00,226.1,16,14,3.618,26,1,0.1778,25.58
3.02,226.1,16,14,3.618,26,1,0.1790,25.58
3.04,226.2,16,14,3.619,26,1,0.1802,25.58
3.06,226.2,16,14,3.619,26,1,0.1814,25.58
3.08,226.2,16,14,3.619,26,1,0.1826,25.58
3.10,226.2,16,14,3.619,26,1,0.1839,25.58
3.12,226.2,16,14,3.620,26,1,0.1851,25.58
3.14,226.2,16,14,3.620,26,1,0.1863,25.59
3.16,226.2,16,14,3.619,26,1,0.1875,25.59
3.18,226.2,16,14,3.619,26,1,0.1887,25.59
3.20,226.2,16,14,3.620,26,1,0.1899,25.59
3.22,226.2,16,14,3.620,26,1,0.1911,25.59
3.24,226.2,16,14,3.619,26,1,0.1923,25.59
3.26,226.1,16,14,3.617,26,1,0.1935,25.59
3.28,226.0,16,14,3.615,26,1,0.1947,25.59
3.30,226.0,16,14,3.616,26,1,0.1959,25.60
3.32,225.9,16,14,3.614,26,1,0.1971,25.60
3.34,226.0,16,14,3.615,26,1,0.1983,25.60
3.36,226.0,16,14,3.617,26,1,0.1995,25.60
3.38,226.1,16,14,3.617,26,1,0.2007,25.60
3.40,226.1,16,14,3.617,26,1,0.2019,25.60
3.42,226.1,16,14,3.618,26,1,0.2031,25.60
3.44,226.1,16,14,3.618,26,1,0.2044,25.60
3.46,226.1,16,14,3.617,26,1,0.2056,25.60
