Time_Min,Voltage(V),Current(A),Resistance(Ohm),Power(kW),Temp(C),Temp_Rise(C),Calculated_Energy(kWh),Tuya_Raw_Energy(kWh)
0.00,230.5,0,0,0.000,25.0,-0.0,0.0000,21.93
0.02,230.4,2,138,0.384,25.1,0.1,0.0001,21.93
0.04,230.4,3,69,0.768,25.1,0.1,0.0004,21.93
0.06,230.3,5,46,1.152,25.0,0.0,0.0008,21.93
0.08,230.4,7,35,1.536,25.0,0.0,0.0013,21.93
0.10,230.3,8,28,1.920,25.2,0.2,0.0019,21.93
0.12,230.4,10,23,2.304,25.1,0.1,0.0027,21.93
0.14,230.3,10,23,2.303,25.1,0.1,0.0035,21.93
0.16,230.4,10,23,2.304,25.1,0.1,0.0042,21.93
0.18,230.4,10,23,2.304,25.1,0.1,0.0050,21.93
0.20,230.4,10,23,2.304,24.9,-0.1,0.0058,21.94
0.22,230.4,10,23,2.304,25.1,0.1,0.0065,21.94
0.24,230.3,10,23,2.303,24.9,-0.1,0.0073,21.94
0.26,230.4,10,23,2.304,25.2,0.2,0.0081,21.94
0.28,230.4,10,23,2.304,24.9,-0.1,0.0088,21.94
0.30,230.4,10,23,2.304,25.2,0.2,0.0096,21.94
0.32,230.4,10,23,2.304,25.2,0.2,0.0104,21.94
0.34,230.4,10,23,2.304,25.1,0.1,0.0111,21.94
0.36,230.4,10,23,2.304,25.2,0.2,0.0119,21.94
0.38,230.3,10,23,2.303,25.0,0.0,0.0127,21.94
0.40,230.4,10,23,2.304,25.2,0.2,0.0134,21.94
0.42,230.4,10,23,2.304,25.0,0.0,0.0142,21.94
0.44,230.3,10,23,2.303,25.2,0.2,0.0150,21.94
0.46,230.2,10,23,2.302,25.0,0.0,0.0157,21.95
0.48,230.2,10,23,2.302,25.1,0.1,0.0165,21.95
0.50,230.2,10,23,2.302,25.0,-0.0,0.0173,21.95
0.52,230.2,10,23,2.302,25.1,0.1,0.0180,21.95
0.54,230.2,10,23,2.302,25.3,0.3,0.0188,21.95
0.56,230.3,10,23,2.303,25.0,0.0,0.0196,21.95
0.58,230.2,10,23,2.302,25.2,0.2,0.0203,21.95
0.60,230.2,10,23,2.302,25.0,0.0,0.0211,21.95
0.62,230.2,10,23,2.302,25.2,0.2,0.0219,21.95
0.64,230.2,10,23,2.302,25.1,0.1,0.0226,21.95
0.66,230.2,10,23,2.302,25.1,0.1,0.0234,21.95
0.68,230.2,10,23,2.302,25.1,0.1,0.0242,21.95
0.70,230.3,10,23,2.303,25.1,0.1,0.0250,21.95
0.72,230.2,10,23,2.302,25.2,0.2,0.0257,21.95
0.74,230.3,10,23,2.303,25.2,0.2,0.0265,21.96
0.76,230.2,10,23,2.302,25.3,0.3,0.0273,21.96
0.78,230.2,10,23,2.302,25.1,0.1,0.0280,21.96
0.80,230.1,10,23,2.301,25.2,0.2,0.0288,21.96
0.82,230.1,10,23,2.301,25.2,0.2,0.0296,21.96
0.84,230.0,10,23,2.300,25.3,0.3,0.0303,21.96
0.86,230.0,10,23,2.300,25.1,0.1,0.0311,21.96
0.88,230.0,10,23,2.300,25.3,0.3,0.0319,21.96
0.90,230.0,10,23,2.300,25.1,0.1,0.0326,21.96
0.92,229.9,10,23,2.299,25.2,0.2,0.0334,21.96
0.94,229.9,10,23,2.299,25.2,0.2,0.0342,21.96
0.96,230.0,10,23,2.300,25.1,0.1,0.0349,21.96
0.98,230.0,10,23,2.300,25.2,0.2,0.0357,21.96
1.00,230.0,10,23,2.300,25.1,0.1,0.0365,21.97
1.02,230.0,10,23,2.300,25.2,0.2,0.0372,21.97
1.04,230.0,10,23,2.300,25.1,0.1,0.0380,21.97
1.06,229.9,10,23,2.299,25.3,0.3,0.0388,21.97
1.08,229.9,10,23,2.299,25.2,0.2,0.0395,21.97
1.10,229.9,10,23,2.299,25.3,0.3,0.0403,21.97
1.12,229.8,10,23,2.298,25.3,0.3,0.0411,21.97
1.14,229.8,10,23,2.298,25.3,0.3,0.0418,21.97
1.16,229.8,10,23,2.298,25.4,0.4,0.0426,21.97
1.18,229.8,10,23,2.298,25.2,0.2,0.0433,21.97
1.20,229.7,10,23,2.297,25.1,0.1,0.0441,21.97
1.22,229.8,10,23,2.298,25.3,0.3,0.0449,21.97
1.24,229.7,10,23,2.297,25.4,0.4,0.0456,21.97
1.26,229.7,10,23,2.297,25.3,0.3,0.0464,21.98
1.28,229.7,10,23,2.297,25.3,0.3,0.0472,21.98
1.30,229.7,10,23,2.297,25.3,0.3,0.0479,21.98
1.32,229.7,10,23,2.297,25.3,0.3,0.0487,21.98
1.34,229.8,10,23,2.298,25.2,0.2,0.0495,21.98
1.36,229.8,10,23,2.298,25.3,0.3,0.0502,21.98
1.38,229.8,10,23,2.298,25.2,0.2,0.0510,21.98
1.40,229.8,10,23,2.298,25.1,0.1,0.0518,21.98
1.42,229.9,10,23,2.299,25.3,0.3,0.0525,21.98
1.44,229.9,10,23,2.299,25.4,0.4,0.0533,21.98
1.46,230.0,10,23,2.300,25.2,0.2,0.0541,21.98
1.48,230.0,10,23,2.300,25.2,0.2,0.0548,21.98
1.50,230.0,10,23,2.300,25.4,0.4,0.0556,21.98
1.52,229.9,10,23,2.299,25.3,0.3,0.0564,21.99
1.54,229.9,10,23,2.299,25.3,0.3,0.0571,21.99
1.56,229.9,10,23,2.299,25.4,0.4,0.0579,21.99
1.58,229.9,10,23,2.299,25.2,0.2,0.0587,21.99
1.60,230.1,10,23,2.301,25.4,0.4,0.0594,21.99
1.62,230.0,10,23,2.300,25.4,0.4,0.0602,21.99
1.64,230.0,10,23,2.300,25.4,0.4,0.0610,21.99
1.66,230.0,10,23,2.300,25.3,0.3,0.0617,21.99
1.68,230.0,10,23,2.300,25.3,0.3,0.0625,21.99
1.70,230.0,10,23,2.300,25.2,0.2,0.0633,21.99
1.72,230.0,10,23,2.300,25.5,0.5,0.0640,21.99
1.74,229.9,10,23,2.299,25.3,0.3,0.0648,21.99
1.76,230.0,10,23,2.300,25.2,0.2,0.0656,21.99
1.78,230.1,10,23,2.301,25.4,0.4,0.0663,21.99
1.80,230.1,10,23,2.301,25.4,0.4,0.0671,22.00
1.82,230.1,10,23,2.301,25.3,0.3,0.0679,22.00
1.84,230.0,10,23,2.300,25.3,0.3,0.0686,22.00
1.86,230.1,10,23,2.301,25.4,0.4,0.0694,22.00
1.88,230.1,10,23,2.301,25.5,0.5,0.0702,22.00
1.90,230.0,10,23,2.300,25.3,0.3,0.0709,22.00
1.92,230.0,10,23,2.300,25.3,0.3,0.0717,22.00
1.94,229.9,10,23,2.299,25.4,0.4,0.0725,22.00
1.96,229.9,10,23,2.299,25.3,0.3,0.0732,22.00
1.98,229.9,10,23,2.299,25.2,0.2,0.0740,22.00
2.00,230.0,10,23,2.300,25.3,0.3,0.0748,22.00
2.02,230.1,10,23,2.301,25.2,0.2,0.0755,22.00
2.04,230.1,10,23,2.301,25.4,0.4,0.0763,22.00
2.06,230.1,10,23,2.301,25.5,0.5,0.0771,22.01
2.08,230.1,10,23,2.301,25.4,0.4,0.0778,22.01
2.10,230.0,10,23,2.300,25.4,0.4,0.0786,22.01
2.12,230.2,10,23,2.302,25.4,0.4,0.0794,22.01
2.14,230.1,10,23,2.301,25.4,0.4,0.0801,22.01
2.16,230.2,10,23,2.302,25.5,0.5,0.0809,22.01
2.18,230.3,10,23,2.303,25.4,0.4,0.0817,22.01
2.20,230.3,10,23,2.303,25.4,0.4,0.0824,22.01
2.22,230.3,10,23,2.303,25.5,0.5,0.0832,22.01
2.24,230.3,10,23,2.303,25.6,0.6,0.0840,22.01
2.26,230.3,10,23,2.303,25.5,0.5,0.0847,22.01
