Time_Min,Voltage(V),Current(A),Resistance(Ohm),Power(kW),Temp(C),Temp_Rise(C),Calculated_Energy(kWh),Tuya_Raw_Energy(kWh)
0.00,222.4,0,0,0.0,25,0,0.0000,45.22
0.02,222.4,3,74.1,0.667,25,0,0.0001,45.22
0.04,222.1,5,44.4,1.111,25,0,0.0004,45.22
0.06,222.6,8,27.8,1.781,25,0,0.0009,45.22
0.08,222.4,11,20.2,2.446,25,0,0.0016,45.22
0.10,222.6,13,17.1,2.894,25,0,0.0025,45.22
0.12,222.7,16,13.9,3.563,25,0,0.0036,45.22
0.14,222.1,16,13.9,3.554,25,0,0.0047,45.22
0.16,222.4,16,13.9,3.558,25,0,0.0059,45.23
0.18,222.4,16,13.9,3.558,25,0,0.0071,45.23
0.20,222.4,16,13.9,3.558,25,0,0.0083,45.23
0.22,222.8,16,13.9,3.565,25,0,0.0095,45.23
0.24,222.2,16,13.9,3.555,25,0,0.0107,45.23
0.26,222.2,16,13.9,3.555,25,0,0.0119,45.23
0.28,222.1,16,13.9,3.554,25,0,0.0130,45.23
0.30,221.6,16,13.8,3.546,25,0,0.0142,45.23
0.32,222.1,16,13.9,3.554,25,0,0.0154,45.24
0.34,222.0,16,13.9,3.552,25,0,0.0166,45.24
0.36,222.4,16,13.9,3.558,25,0,0.0178,45.24
0.38,222.1,16,13.9,3.554,25,0,0.0190,45.24
0.40,222.3,16,13.9,3.557,25,0,0.0202,45.24
0.42,222.6,16,13.9,3.562,25,0,0.0213,45.24
0.44,222.3,16,13.9,3.557,25,0,0.0225,45.24
0.46,222.4,16,13.9,3.558,25,0,0.0237,45.24
0.48,221.9,16,13.9,3.55,25,0,0.0249,45.24
0.50,222.4,16,13.9,3.558,25,0,0.0261,45.25
0.52,222.2,16,13.9,3.555,25,0,0.0273,45.25
0.54,222.1,16,13.9,3.554,25,0,0.0285,45.25
0.56,222.2,16,13.9,3.555,25,0,0.0296,45.25
0.58,222.1,16,13.9,3.554,25,0,0.0308,45.25
0.60,221.9,16,13.9,3.55,25,0,0.0320,45.25
0.62,222.0,16,13.9,3.552,25,0,0.0332,45.25
0.64,221.9,16,13.9,3.55,25,0,0.0344,45.25
0.66,222.1,16,13.9,3.554,25,0,0.0356,45.26
0.68,222.3,16,13.9,3.557,25,0,0.0367,45.26
0.70,221.5,16,13.8,3.544,25,0,0.0379,45.26
0.72,221.8,16,13.9,3.549,25,0,0.0391,45.26
0.74,221.6,16,13.8,3.546,25,0,0.0403,45.26
0.76,221.9,16,13.9,3.55,25,0,0.0415,45.26
0.78,222.2,16,13.9,3.555,25,0,0.0427,45.26
0.80,222.0,16,13.9,3.552,25,0,0.0438,45.26
0.82,222.0,16,13.9,3.552,25,0,0.0450,45.27
0.84,221.8,16,13.9,3.549,25,0,0.0462,45.27
0.86,221.7,16,13.9,3.547,25,0,0.0474,45.27
0.88,222.0,16,13.9,3.552,25,0,0.0486,45.27
0.90,222.0,16,13.9,3.552,25,0,0.0498,45.27
0.92,221.8,16,13.9,3.549,25,0,0.0509,45.27
0.94,221.7,16,13.9,3.547,25,0,0.0521,45.27
0.96,221.9,16,13.9,3.55,25,0,0.0533,45.27
0.98,222.3,16,13.9,3.557,25,0,0.0545,45.27
1.00,221.7,16,13.9,3.547,25,0,0.0557,45.28
1.02,222.1,16,13.9,3.554,25,0,0.0569,45.28
1.04,221.9,16,13.9,3.55,25,0,0.0580,45.28
1.06,222.4,16,13.9,3.558,25,0,0.0592,45.28
1.08,222.5,16,13.9,3.56,25,0,0.0604,45.28
1.10,222.2,16,13.9,3.555,25,0,0.0616,45.28
