Time_Min,Voltage(V),Current(A),Resistance(Ohm),Power(kW),Temp(C),Temp_Rise(C),Calculated_Energy(kWh),Tuya_Raw_Energy(kWh)
0.00,228.1,0,0,0.000,25,0,0.0000,43.14
0.02,228.1,2,105,0.494,25,0,0.0002,43.14
0.04,228.0,4,53,0.988,25,0,0.0005,43.14
0.06,228.1,6,35,1.483,25,0,0.0010,43.14
0.08,228.0,9,26,1.976,25,0,0.0016,43.14
0.10,228.0,11,21,2.471,25,0,0.0025,43.14
0.12,228.0,13,18,2.965,25,0,0.0035,43.14
0.14,228.1,13,18,2.965,25,0,0.0044,43.15
0.16,228.2,13,18,2.967,25,0,0.0054,43.15
0.18,228.2,13,18,2.967,25,0,0.0064,43.15
0.20,228.2,13,18,2.966,25,0,0.0074,43.15
0.22,228.2,13,18,2.967,25,0,0.0084,43.15
0.24,228.2,13,18,2.967,25,0,0.0094,43.15
0.26,228.2,13,18,2.966,25,0,0.0104,43.15
0.28,228.2,13,18,2.967,25,0,0.0114,43.15
0.30,228.2,13,18,2.967,25,0,0.0124,43.15
0.32,228.3,13,18,2.967,25,0,0.0133,43.15
0.34,228.3,13,18,2.968,25,0,0.0143,43.16
0.36,228.3,13,18,2.969,25,0,0.0153,43.16
0.38,228.3,13,18,2.968,25,0,0.0163,43.16
0.40,228.4,13,18,2.969,25,0,0.0173,43.16
0.42,228.3,13,18,2.968,25,0,0.0183,43.16
0.44,228.4,13,18,2.969,25,0,0.0193,43.16
0.46,228.3,13,18,2.968,25,0,0.0203,43.16
0.48,228.3,13,18,2.967,25,0,0.0213,43.16
0.50,228.3,13,18,2.968,25,0,0.0223,43.16
0.52,228.3,13,18,2.968,25,0,0.0232,43.16
0.54,228.3,13,18,2.968,25,0,0.0242,43.17
0.56,228.3,13,18,2.968,25,0,0.0252,43.17
0.58,228.3,13,18,2.968,25,0,0.0262,43.17
0.60,228.3,13,18,2.968,25,0,0.0272,43.17
0.62,228.3,13,18,2.968,25,0,0.0282,43.17
0.64,228.3,13,18,2.968,25,0,0.0292,43.17
0.66,228.2,13,18,2.966,25,0,0.0302,43.17
0.68,228.2,13,18,2.967,25,0,0.0312,43.17
0.70,228.2,13,18,2.967,25,0,0.0321,43.17
0.72,228.2,13,18,2.966,25,0,0.0331,43.17
0.74,228.2,13,18,2.966,25,0,0.0341,43.18
0.76,228.3,13,18,2.968,25,0,0.0351,43.18
0.78,228.2,13,18,2.967,25,0,0.0361,43.18
0.80,228.2,13,18,2.967,25,0,0.0371,43.18
0.82,228.2,13,18,2.967,25,0,0.0381,43.18
0.84,228.2,13,18,2.967,25,0,0.0391,43.18
0.86,228.2,13,18,2.966,25,0,0.0401,43.18
0.88,228.3,13,18,2.968,25,0,0.0410,43.18
0.90,228.2,13,18,2.967,25,0,0.0420,43.18
0.92,228.2,13,18,2.966,25,0,0.0430,43.18
0.94,228.1,13,18,2.966,25,0,0.0440,43.18
0.96,228.2,13,18,2.966,25,0,0.0450,43.19
0.98,228.1,13,18,2.965,25,0,0.0460,43.19
1.00,228.1,13,18,2.965,25,0,0.0470,43.19
1.02,228.1,13,18,2.965,25,0,0.0480,43.19
1.04,228.1,13,18,2.965,25,0,0.0490,43.19
1.06,228.0,13,18,2.964,25,0,0.0499,43.19
1.08,228.0,13,18,2.964,25,0,0.0509,43.19
1.10,228.0,13,18,2.964,25,0,0.0519,43.19
1.12,228.0,13,18,2.964,25,0,0.0529,43.19
1.14,228.0,13,18,2.964,25,0,0.0539,43.19
1.16,228.0,13,18,2.964,25,0,0.0549,43.20
1.18,227.9,13,18,2.963,25,0,0.0559,43.20
1.20,228.0,13,18,2.964,25,0,0.0569,43.20
1.22,228.0,13,18,2.964,25,0,0.0578,43.20
1.24,227.9,13,18,2.963,25,0,0.0588,43.20
1.26,227.9,13,18,2.963,25,0,0.0598,43.20
1.28,227.9,13,18,2.963,25,0,0.0608,43.20
1.30,228.0,13,18,2.963,25,0,0.0618,43.20
1.32,228.0,13,18,2.963,25,0,0.0628,43.20
1.34,227.9,13,18,2.963,25,0,0.0638,43.20
1.36,228.0,13,18,2.963,25,0,0.0648,43.21
1.38,227.9,13,18,2.962,25,0,0.0657,43.21
1.40,227.9,13,18,2.962,25,0,0.0667,43.21
1.42,227.9,13,18,2.962,25,0,0.0677,43.21
1.44,227.9,13,18,2.962,25,0,0.0687,43.21
1.46,227.8,13,18,2.962,25,0,0.0697,43.21
1.48,227.9,13,18,2.962,25,0,0.0707,43.21
1.50,227.9,13,18,2.962,25,0,0.0717,43.21
1.52,227.8,13,18,2.962,25,0,0.0727,43.21
1.54,227.8,13,18,2.962,25,0,0.0736,43.21
1.56,227.8,13,18,2.962,25,0,0.0746,43.22
1.58,227.9,13,18,2.963,25,0,0.0756,43.22
1.60,227.8,13,18,2.962,25,0,0.0766,43.22
1.62,227.7,13,18,2.960,25,0,0.0776,43.22
1.64,227.7,13,18,2.960,25,0,0.0786,43.22
1.66,227.7,13,18,2.960,25,0,0.0796,43.22
1.68,227.8,13,18,2.961,25,0,0.0806,43.22
1.70,227.8,13,18,2.961,25,0,0.0815,43.22
1.72,227.8,13,18,2.961,25,0,0.0825,43.22
1.74,227.8,13,18,2.961,25,0,0.0835,43.22
1.76,227.7,13,18,2.960,25,0,0.0845,43.22
1.78,227.7,13,18,2.960,25,0,0.0855,43.23
1.80,227.7,13,18,2.960,25,0,0.0865,43.23
1.82,227.7,13,18,2.960,25,0,0.0875,43.23
1.84,227.8,13,18,2.961,25,0,0.0885,43.23
1.86,227.8,13,18,2.962,25,0,0.0894,43.23
1.88,227.8,13,18,2.961,25,0,0.0904,43.23
1.90,227.7,13,18,2.961,26,1,0.0914,43.23
1.92,227.8,13,18,2.962,26,1,0.0924,43.23
1.94,227.9,13,18,2.963,26,1,0.0934,43.23
1.96,227.9,13,18,2.963,26,1,0.0944,43.23
1.98,227.9,13,18,2.963,26,1,0.0954,43.24
2.00,228.0,13,18,2.964,26,1,0.0963,43.24
2.02,228.0,13,18,2.963,26,1,0.0973,43.24
2.04,228.0,13,18,2.964,26,1,0.0983,43.24
2.06,228.1,13,18,2.965,26,1,0.0993,43.24
2.08,228.0,13,18,2.964,26,1,0.1003,43.24
2.10,228.0,13,18,2.965,26,1,0.1013,43.24
2.12,228.2,13,18,2.966,26,1,0.1023,43.24
2.14,228.2,13,18,2.967,26,1,0.1033,43.24
2.16,228.2,13,18,2.967,26,1,0.1043,43.24
2.18,228.1,13,18,2.965,26,1,0.1052,43.25
2.20,228.1,13,18,2.966,26,1,0.1062,43.25
2.22,228.2,13,18,2.966,26,1,0.1072,43.25
2.24,228.1,13,18,2.966,26,1,0.1082,43.25
2.26,228.1,13,18,2.966,26,1,0.1092,43.25
2.28,228.2,13,18,2.966,26,1,0.1102,43.25
2.30,228.2,13,18,2.966,26,1,0.1112,43.25
2.32,228.1,13,18,2.966,26,1,0.1122,43.25
2.34,228.1,13,18,2.965,26,1,0.1132,43.25
2.36,228.0,13,18,2.964,26,1,0.1141,43.25
2.38,228.1,13,18,2.965,26,1,0.1151,43.25
2.40,228.2,13,18,2.967,26,1,0.1161,43.26
2.42,228.2,13,18,2.966,26,1,0.1171,43.26
2.44,228.1,13,18,2.966,26,1,0.1181,43.26
2.46,228.2,13,18,2.966,26,1,0.1191,43.26
2.48,228.2,13,18,2.967,26,1,0.1201,43.26
2.50,228.1,13,18,2.965,26,1,0.1211,43.26
2.52,228.1,13,18,2.966,26,1,0.1221,43.26
2.54,228.1,13,18,2.966,26,1,0.1230,43.26
2.56,228.1,13,18,2.965,26,1,0.1240,43.26
2.58,228.2,13,18,2.967,26,1,0.1250,43.26
2.60,228.3,13,18,2.967,26,1,0.1260,43.27
2.62,228.3,13,18,2.968,26,1,0.1270,43.27
2.64,228.3,13,18,2.967,26,1,0.1280,43.27
2.66,228.2,13,18,2.967,26,1,0.1290,43.27
2.68,228.2,13,18,2.966,26,1,0.1300,43.27
2.70,228.2,13,18,2.966,26,1,0.1310,43.27
2.72,228.3,13,18,2.967,26,1,0.1319,43.27
2.74,228.4,13,18,2.969,26,1,0.1329,43.27
2.76,228.4,13,18,2.969,26,1,0.1339,43.27
2.78,228.4,13,18,2.969,26,1,0.1349,43.27
2.80,228.5,13,18,2.970,26,1,0.1359,43.28
2.82,228.5,13,18,2.971,26,1,0.1369,43.28
2.84,228.5,13,18,2.971,26,1,0.1379,43.28
2.86,228.5,13,18,2.970,26,1,0.1389,43.28
2.88,228.4,13,18,2.970,26,1,0.1399,43.28
2.90,228.4,13,18,2.969,26,1,0.1408,43.28
2.92,228.3,13,18,2.968,26,1,0.1418,43.28
2.94,228.3,13,18,2.967,26,1,0.1428,43.28
2.96,228.2,13,18,2.967,26,1,0.1438,43.28
2.98,228.2,13,18,2.967,26,1,0.1448,43.28
3.00,228.3,13,18,2.968,26,1,0.1458,43.29
3.02,228.4,13,18,2.969,26,1,0.1468,43.29
3.04,228.3,13,18,2.968,26,1,0.1478,43.29
3.06,228.4,13,18,2.969,26,1,0.1488,43.29
3.08,228.3,13,18,2.967,26,1,0.1498,43.29
3.10,228.2,13,18,2.967,26,1,0.1507,43.29
3.12,228.1,13,18,2.966,26,1,0.1517,43.29
3.14,228.1,13,18,2.966,26,1,0.1527,43.29
3.16,228.1,13,18,2.966,26,1,0.1537,43.29
3.18,228.2,13,18,2.967,26,1,0.1547,43.29
3.20,228.2,13,18,2.967,26,1,0.1557,43.29
3.22,228.1,13,18,2.965,26,1,0.1567,43.30
3.24,228.0,13,18,2.963,26,1,0.1577,43.30
3.26,228.0,13,18,2.963,26,1,0.1586,43.30
3.28,228.0,13,18,2.964,26,1,0.1596,43.30
3.30,227.9,13,18,2.963,26,1,0.1606,43.30
3.32,227.8,13,18,2.962,26,1,0.1616,43.30
3.34,227.8,13,18,2.962,26,1,0.1626,43.30
3.36,227.9,13,18,2.962,26,1,0.1636,43.30
3.38,227.9,13,18,2.962,26,1,0.1646,43.30
3.40,227.9,13,18,2.963,26,1,0.1656,43.30
3.42,228.0,13,18,2.964,26,1,0.1665,43.31
3.44,228.0,13,18,2.964,26,1,0.1675,43.31
3.46,228.0,13,18,2.964,26,1,0.1685,43.31
3.48,228.0,13,18,2.964,26,1,0.1695,43.31
3.50,227.9,13,18,2.963,26,1,0.1705,43.31
3.52,227.9,13,18,2.963,26,1,0.1715,43.31
3.54,228.1,13,18,2.965,26,1,0.1725,43.31
3.56,228.1,13,18,2.965,26,1,0.1735,43.31
3.58,228.2,13,18,2.966,26,1,0.1745,43.31
3.60,228.1,13,18,2.966,26,1,0.1754,43.31
3.62,228.2,13,18,2.966,26,1,0.1764,43.32
3.64,228.1,13,18,2.966,26,1,0.1774,43.32
3.66,228.1,13,18,2.966,26,1,0.1784,43.32
3.68,228.1,13,18,2.965,26,1,0.1794,43.32
3.70,228.1,13,18,2.965,26,1,0.1804,43.32
3.72,228.1,13,18,2.965,26,1,0.1814,43.32
3.74,228.2,13,18,2.966,26,1,0.1824,43.32
3.76,228.2,13,18,2.966,26,1,0.1834,43.32
3.78,228.1,13,18,2.965,26,1,0.1843,43.32
3.80,228.1,13,18,2.966,26,1,0.1853,43.32
3.82,228.1,13,18,2.965,26,1,0.1863,43.33
3.84,228.1,13,18,2.965,26,1,0.1873,43.33
3.86,228.0,13,18,2.964,26,1,0.1883,43.33
3.88,228.0,13,18,2.964,26,1,0.1893,43.33
3.90,227.9,13,18,2.963,26,1,0.1903,43.33
3.92,227.9,13,18,2.963,26,1,0.1913,43.33
3.94,227.8,13,18,2.962,26,1,0.1922,43.33
