Time_Min,Voltage(V),Current(A),Resistance(Ohm),Power(kW),Temp(C),Temp_Rise(C),Calculated_Energy(kWh),Tuya_Raw_Energy(kWh)
0.00,227.7,0,0,0.000,25,0,0.0000,41.92
0.02,227.7,2,105,0.493,25,0,0.0002,41.92
0.04,227.7,4,53,0.987,25,0,0.0005,41.92
0.06,227.6,6,35,1.480,25,0,0.0010,41.92
0.08,227.7,9,26,1.973,25,0,0.0016,41.92
0.10,227.7,11,21,2.467,25,0,0.0025,41.92
0.12,227.7,13,18,2.960,25,0,0.0035,41.92
0.14,227.7,13,18,2.960,25,0,0.0044,41.92
0.16,227.8,13,18,2.961,25,0,0.0054,41.92
0.18,227.8,13,18,2.962,25,0,0.0064,41.92
0.20,227.9,13,18,2.962,25,0,0.0074,41.92
0.22,227.8,13,18,2.962,25,0,0.0084,41.92
0.24,227.8,13,18,2.962,25,0,0.0094,41.93
0.26,227.8,13,18,2.962,25,0,0.0104,41.93
0.28,227.8,13,18,2.962,25,0,0.0114,41.93
0.30,227.9,13,18,2.963,25,0,0.0123,41.93
0.32,228.0,13,18,2.964,25,0,0.0133,41.93
0.34,228.0,13,18,2.964,25,0,0.0143,41.93
0.36,228.1,13,18,2.965,25,0,0.0153,41.93
0.38,228.1,13,18,2.965,25,0,0.0163,41.93
0.40,228.1,13,18,2.966,25,0,0.0173,41.93
0.42,228.2,13,18,2.967,25,0,0.0183,41.93
0.44,228.2,13,18,2.967,25,0,0.0193,41.94
0.46,228.3,13,18,2.968,25,0,0.0202,41.94
0.48,228.2,13,18,2.967,25,0,0.0212,41.94
0.50,228.2,13,18,2.967,26,1,0.0222,41.94
0.52,228.2,13,18,2.967,26,1,0.0232,41.94
0.54,228.2,13,18,2.966,26,1,0.0242,41.94
0.56,228.2,13,18,2.967,26,1,0.0252,41.94
0.58,228.2,13,18,2.966,26,1,0.0262,41.94
0.60,228.1,13,18,2.966,26,1,0.0272,41.94
0.62,228.1,13,18,2.966,26,1,0.0282,41.94
0.64,228.2,13,18,2.966,26,1,0.0291,41.94
0.66,228.1,13,18,2.965,26,1,0.0301,41.95
0.68,228.0,13,18,2.964,26,1,0.0311,41.95
0.70,228.0,13,18,2.964,26,1,0.0321,41.95
0.72,228.1,13,18,2.965,26,1,0.0331,41.95
0.74,228.0,13,18,2.964,26,1,0.0341,41.95
0.76,228.1,13,18,2.965,26,1,0.0351,41.95
0.78,228.1,13,18,2.965,26,1,0.0361,41.95
0.80,228.1,13,18,2.965,26,1,0.0371,41.95
0.82,228.1,13,18,2.965,26,1,0.0380,41.95
0.84,228.0,13,18,2.965,26,1,0.0390,41.95
0.86,227.9,13,18,2.963,26,1,0.0400,41.96
0.88,227.9,13,18,2.962,26,1,0.0410,41.96
0.90,227.8,13,18,2.961,26,1,0.0420,41.96
0.92,227.7,13,18,2.960,26,1,0.0430,41.96
0.94,227.6,13,18,2.959,26,1,0.0440,41.96
0.96,227.6,13,18,2.959,26,1,0.0449,41.96
0.98,227.7,13,18,2.960,26,1,0.0459,41.96
1.00,227.6,13,18,2.959,26,1,0.0469,41.96
1.02,227.6,13,18,2.959,26,1,0.0479,41.96
1.04,227.6,13,18,2.959,26,1,0.0489,41.96
1.06,227.7,13,18,2.960,26,1,0.0499,41.97
1.08,227.7,13,18,2.961,26,1,0.0509,41.97
1.10,227.8,13,18,2.961,26,1,0.0519,41.97
1.12,227.8,13,18,2.961,26,1,0.0528,41.97
1.14,227.7,13,18,2.960,26,1,0.0538,41.97
1.16,227.7,13,18,2.960,26,1,0.0548,41.97
1.18,227.7,13,18,2.961,26,1,0.0558,41.97
1.20,227.7,13,18,2.960,26,1,0.0568,41.97
1.22,227.6,13,18,2.959,26,1,0.0578,41.97
1.24,227.6,13,18,2.959,26,1,0.0588,41.97
1.26,227.6,13,18,2.958,26,1,0.0597,41.98
1.28,227.5,13,17,2.957,26,1,0.0607,41.98
1.30,227.6,13,18,2.959,26,1,0.0617,41.98
1.32,227.5,13,18,2.958,26,1,0.0627,41.98
1.34,227.6,13,18,2.959,26,1,0.0637,41.98
1.36,227.7,13,18,2.960,26,1,0.0647,41.98
1.38,227.8,13,18,2.961,26,1,0.0657,41.98
1.40,227.8,13,18,2.962,26,1,0.0667,41.98
1.42,227.9,13,18,2.963,26,1,0.0676,41.98
1.44,227.9,13,18,2.962,26,1,0.0686,41.98
1.46,227.9,13,18,2.963,26,1,0.0696,41.98
1.48,227.9,13,18,2.963,26,1,0.0706,41.99
1.50,227.9,13,18,2.963,26,1,0.0716,41.99
1.52,227.9,13,18,2.963,27,2,0.0726,41.99
1.54,227.9,13,18,2.963,27,2,0.0736,41.99
1.56,227.9,13,18,2.962,27,2,0.0746,41.99
1.58,227.9,13,18,2.963,27,2,0.0755,41.99
1.60,227.9,13,18,2.963,27,2,0.0765,41.99
1.62,227.8,13,18,2.962,27,2,0.0775,41.99
1.64,228.0,13,18,2.964,27,2,0.0785,41.99
1.66,227.9,13,18,2.963,27,2,0.0795,41.99
1.68,227.9,13,18,2.963,27,2,0.0805,42.00
1.70,227.9,13,18,2.963,27,2,0.0815,42.00
1.72,227.9,13,18,2.963,27,2,0.0825,42.00
1.74,227.9,13,18,2.963,27,2,0.0834,42.00
1.76,227.9,13,18,2.962,27,2,0.0844,42.00
1.78,227.9,13,18,2.963,27,2,0.0854,42.00
1.80,227.9,13,18,2.962,27,2,0.0864,42.00
1.82,227.8,13,18,2.962,27,2,0.0874,42.00
1.84,227.9,13,18,2.962,27,2,0.0884,42.00
1.86,227.8,13,18,2.962,27,2,0.0894,42.00
1.88,227.7,13,18,2.961,27,2,0.0904,42.01
1.90,227.8,13,18,2.961,27,2,0.0913,42.01
1.92,227.8,13,18,2.961,27,2,0.0923,42.01
1.94,227.8,13,18,2.962,27,2,0.0933,42.01
1.96,227.8,13,18,2.962,27,2,0.0943,42.01
1.98,227.8,13,18,2.961,27,2,0.0953,42.01
2.00,227.9,13,18,2.962,27,2,0.0963,42.01
2.02,228.0,13,18,2.964,27,2,0.0973,42.01
2.04,228.0,13,18,2.963,27,2,0.0983,42.01
2.06,228.0,13,18,2.964,27,2,0.0992,42.01
2.08,227.9,13,18,2.963,27,2,0.1002,42.01
